MP,DULLSTROOM,-25,-34,-21,30,11,17,2530CA,DTT1,Digital Terrestrial Television 1,"DTT give access to broader range of channels within the same frequency bandwidth and provides a clearer, sharper picture and superior sound quality",762.000,57
KN,DURBAN,-29,-46,-12,30,43,0,2930DC,DTT1,Digital Terrestrial Television 1,"DTT give access to broader range of channels within the same frequency bandwidth and provides a clearer, sharper picture and superior sound quality",674.000,46
LP,DZAMBA,-22,-49,-5,30,18,41,2230CD,DTT1,Digital Terrestrial Television 1,"DTT give access to broader range of channels within the same frequency bandwidth and provides a clearer, sharper picture and superior sound quality",594.000,36
EC,EAST LONDON,-32,-56,-20,27,48,56,3227DD,DTT1,Digital Terrestrial Television 1,"DTT give access to broader range of channels within the same frequency bandwidth and provides a clearer, sharper picture and superior sound quality",770.000,58
EC,ELANDS HEIGHT,-30,-47,-44,28,7,10,3028CC,DTT1,Digital Terrestrial Television 1,"DTT give access to broader range of channels within the same frequency bandwidth and provides a clearer, sharper picture and superior sound quality",682.000,47
EC,ELLIOT,-31,-10,-36,27,51,57,3127BB,DTT1,Digital Terrestrial Television 1,"DTT give access to broader range of channels within the same frequency bandwidth and provides a clearer, sharper picture and superior sound quality",802.000,62
KN,EMPANGENI,-28,-44,-38,31,53,31,2831DB,DTT1,Digital Terrestrial Television 1,"DTT give access to broader range of channels within the same frequency bandwidth and provides a clearer, sharper picture and superior sound quality",786.000,60
EC,ENTSHATSHONGO,-32,-8,-39,28,40,10,3228BA,DTT1,Digital Terrestrial Television 1,"DTT give access to broader range of channels within the same frequency bandwidth and provides a clearer, sharper picture and superior sound quality",490.000,23
NW,ENZELSBERG,-25,-25,-7,26,13,16,2526AC,DTT1,Digital Terrestrial Television 1,"DTT give access to broader range of channels within the same frequency bandwidth and provides a clearer, sharper picture and superior sound quality",482.000,22
KN,ESHOWE,-28,-51,-29,31,17,37,2831CD,DTT1,Digital Terrestrial Television 1,"DTT give access to broader range of channels within the same frequency bandwidth and provides a clearer, sharper picture and superior sound quality",786.000,60
FS,FICKSBURG TOWN,-28,-52,-38,27,51,25,2827DD,DTT1,Digital Terrestrial Television 1,"DTT give access to broader range of channels within the same frequency bandwidth and provides a clearer, sharper picture and superior sound quality",634.000,41
WC,FISHHOEK,-34,-8,-59,18,26,8,3418AB,DTT1,Digital Terrestrial Television 1,"DTT give access to broader range of channels within the same frequency bandwidth and provides a clearer, sharper picture and superior sound quality",610.000,38
WC,FRANSCHHOEK,-33,-54,-26,19,4,23,3319CC,DTT1,Digital Terrestrial Television 1,"DTT give access to broader range of channels within the same frequency bandwidth and provides a clearer, sharper picture and superior sound quality",610.000,38
LP,GABA,-22,-47,-2,30,42,25,2230DC,DTT1,Digital Terrestrial Television 1,"DTT give access to broader range of channels within the same frequency bandwidth and provides a clearer, sharper picture and superior sound quality",594.000,36
NW,GANYESA,-26,-36,-12,24,16,0,2624CB,DTT1,Digital Terrestrial Television 1,"DTT give access to broader range of channels within the same frequency bandwidth and provides a clearer, sharper picture and superior sound quality",482.000,22
NC,GARIES,-30,-18,-52,18,4,43,3018AC,DTT1,Digital Terrestrial Television 1,"DTT give access to broader range of channels within the same frequency bandwidth and provides a clearer, sharper picture and superior sound quality",490.000,23
WC,GEORGE,-33,-55,-38,22,27,3,3322CD,DTT1,Digital Terrestrial Television 1,"DTT give access to broader range of channels within the same frequency bandwidth and provides a clearer, sharper picture and superior sound quality",818.000,64
KN,GLENCOE,-28,-9,-4,29,56,51,2829BB,DTT1,Digital Terrestrial Television 1,"DTT give access to broader range of channels within the same frequency bandwidth and provides a clearer, sharper picture and superior sound quality",690.000,48
EC,GRAAFF-REINET,-32,-4,-48,24,27,0,3224AB,DTT1,Digital Terrestrial Television 1,"DTT give access to broader range of channels within the same frequency bandwidth and provides a clearer, sharper picture and superior sound quality",490.000,23
WC,GRABOUW,-34,-6,-7,18,58,0,3418BB,DTT1,Digital Terrestrial Television 1,"DTT give access to broader range of channels within the same frequency bandwidth and provides a clearer, sharper picture and superior sound quality",610.000,38
EC,GRAHAMSTOWN,-33,-17,-15,26,42,31,3326BC,DTT1,Digital Terrestrial Television 1,"DTT give access to broader range of channels within the same frequency bandwidth and provides a clearer, sharper picture and superior sound quality",706.000,50
KN,GREYTOWN,-29,0,-46,30,32,10,2930BA,DTT1,Digital Terrestrial Television 1,"DTT give access to broader range of channels within the same frequency bandwidth and provides a clearer, sharper picture and superior sound quality",770.000,58
KN,GREYTOWNDORP,-29,-2,-8,30,36,49,2930BA,DTT1,Digital Terrestrial Television 1,"DTT give access to broader range of channels within the same frequency bandwidth and provides a clearer, sharper picture and superior sound quality",770.000,58
WC,GROOT BRAKRIVIER,-34,-1,-55,22,12,57,3422AA,DTT1,Digital Terrestrial Television 1,"DTT give access to broader range of channels within the same frequency bandwidth and provides a clearer, sharper picture and superior sound quality",474.000,21
NW,GROOT MARICO,-25,-37,-11,26,26,8,2526CB,DTT1,Digital Terrestrial Television 1,"DTT give access to broader range of channels within the same frequency bandwidth and provides a clearer, sharper picture and superior sound quality",482.000,22
EC,HANKEY,-33,-49,-52,24,52,12,3324DD,DTT1,Digital Terrestrial Television 1,"DTT give access to broader range of channels within the same frequency bandwidth and provides a clearer, sharper picture and superior sound quality",642.000,42
MP,HECTORSPRUIT,-25,-28,-47,31,36,20,2531BC,DTT1,Digital Terrestrial Television 1,"DTT give access to broader range of channels within the same frequency bandwidth and provides a clearer, sharper picture and superior sound quality",546.000,30
GP,HEIDELBERG,-26,-29,-19,28,20,48,2628AD,DTT1,Digital Terrestrial Television 1,"DTT give access to broader range of channels within the same frequency bandwidth and provides a clearer, sharper picture and superior sound quality",642.000,42
GP,HELDERKRUIN,-26,-6,-5,27,51,27,2627BB,DTT1,Digital Terrestrial Television 1,"DTT give access to broader range of channels within the same frequency bandwidth and provides a clearer, sharper picture and superior sound quality",738.000,54
WC,HERMANUS,-34,-24,-48,19,13,18,3419AC,DTT1,Digital Terrestrial Television 1,"DTT give access to broader range of channels within the same frequency bandwidth and provides a clearer, sharper picture and superior sound quality",546.000,30
WC,HEXRIVIER,-33,-30,-54,19,39,23,3319DA,DTT1,Digital Terrestrial Television 1,"DTT give access to broader range of channels within the same frequency bandwidth and provides a clearer, sharper picture and superior sound quality",634.000,41
MP,HOEDSPRUIT,-24,-32,-30,30,52,8,2430DB,DTT1,Digital Terrestrial Television 1,"DTT give access to broader range of channels within the same frequency bandwidth and provides a clearer, sharper picture and superior sound quality",474.000,21
EC,HOLY CROSS,-31,-8,-25,29,29,27,3129BA,DTT1,Digital Terrestrial Television 1,"DTT give access to broader range of channels within the same frequency bandwidth and provides a clearer, sharper picture and superior sound quality",802.000,62
WC,HOUT BAY,-34,0,-46,18,20,51,3418AB,DTT1,Digital Terrestrial Television 1,"DTT give access to broader range of channels within the same frequency bandwidth and provides a clearer, sharper picture and superior sound quality",610.000,38
KN,HOWICK,-29,-30,-13,30,13,52,2930CA,DTT1,Digital Terrestrial Television 1,"DTT give access to broader range of channels within the same frequency bandwidth and provides a clearer, sharper picture and superior sound quality",674.000,46
GP,JOHANNESBURG,-26,-11,-31,28,0,26,2628AA,DTT1,Digital Terrestrial Television 1,"DTT give access to broader range of channels within the same frequency bandwidth and provides a clearer, sharper picture and superior sound quality",738.000,54
EC,KAREEDOUW,-34,-1,-29,24,25,48,3424AB,DTT1,Digital Terrestrial Television 1,"DTT give access to broader range of channels within the same frequency bandwidth and provides a clearer, sharper picture and superior sound quality",626.000,40
FS,KIMBERLEY,-28,-51,-15,24,54,17,2824DD,DTT1,Digital Terrestrial Television 1,"DTT give access to broader range of channels within the same frequency bandwidth and provides a clearer, sharper picture and superior sound quality",530.000,28
EC,KING WILLIAMS TOWN,-32,-40,-44,27,15,36,3227CB,DTT1,Digital Terrestrial Television 1,"DTT give access to broader range of channels within the same frequency bandwidth and provides a clearer, sharper picture and superior sound quality",490.000,23
EC,KIRKWOOD,-33,-23,-22,25,26,51,3325AD,DTT1,Digital Terrestrial Television 1,"DTT give access to broader range of channels within the same frequency bandwidth and provides a clearer, sharper picture and superior sound quality",514.000,26
WC,KLEINMOND,-34,-23,-22,19,8,28,3419AC,DTT1,Digital Terrestrial Television 1,"DTT give access to broader range of channels within the same frequency bandwidth and provides a clearer, sharper picture and superior sound quality",546.000,30
NW,KLERKSDORP,-26,-45,-15,26,24,28,2626CD,DTT1,Digital Terrestrial Television 1,"DTT give access to broader range of channels within the same frequency bandwidth and provides a clearer, sharper picture and superior sound quality",754.000,56
WC,KNYSNA,-34,-4,-17,23,2,31,3423AA,DTT1,Digital Terrestrial Television 1,"DTT give access to broader range of channels within the same frequency bandwidth and provides a clearer, sharper picture and superior sound quality",498.000,24
KN,KOKSTAD,-30,-36,-42,29,29,24,3029CB,DTT1,Digital Terrestrial Television 1,"DTT give access to broader range of channels within the same frequency bandwidth and provides a clearer, sharper picture and superior sound quality",514.000,26
FS,KROONSTAD,-27,-25,-17,27,11,7,2727AC,DTT1,Digital Terrestrial Television 1,"DTT give access to broader range of channels within the same frequency bandwidth and provides a clearer, sharper picture and superior sound quality",506.000,25
NC,KURUMAN,-27,-21,-5,23,18,49,2723AD,DTT1,Digital Terrestrial Television 1,"DTT give access to broader range of channels within the same frequency bandwidth and provides a clearer, sharper picture and superior sound quality",482.000,22
NC,KURUMAN HILLS,-27,-53,-13,23,33,38,2723DC,DTT1,Digital Terrestrial Television 1,"DTT give access to broader range of channels within the same frequency bandwidth and provides a clearer, sharper picture and superior sound quality",490.000,23
WC,LADISMITH (CAPE),-33,-37,-55,21,25,18,3321CB,DTT1,Digital Terrestrial Television 1,"DTT give access to broader range of channels within the same frequency bandwidth and provides a clearer, sharper picture and superior sound quality",474.000,21
FS,LADYBRAND,-29,-10,-18,27,22,42,2927AB,DTT1,Digital Terrestrial Television 1,"DTT give access to broader range of channels within the same frequency bandwidth and provides a clearer, sharper picture and superior sound quality",562.000,32
KN,LADYSMITH,-28,-35,-23,29,47,19,2829DB,DTT1,Digital Terrestrial Television 1,"DTT give access to broader range of channels within the same frequency bandwidth and provides a clearer, sharper picture and superior sound quality",610.000,38
GP,LINMEYER,-26,-16,-8,28,4,16,2628AC,DTT1,Digital Terrestrial Television 1,"DTT give access to broader range of channels within the same frequency bandwidth and provides a clearer, sharper picture and superior sound quality",738.000,54
KN,LOSKOP,28,39,41,29,12,42,2929CA,DTT1,Digital Terrestrial Television 1,"DTT give access to broader range of channels within the same frequency bandwidth and provides a clearer, sharper picture and superior sound quality",682.000,47
LP,LOUIS TRICHARDT,-23,0,-2,29,45,26,2329BB,DTT1,Digital Terrestrial Television 1,"DTT give access to broader range of channels within the same frequency bandwidth and provides a clearer, sharper picture and superior sound quality",514.000,26
KN,LOUWSBURG,-27,-33,-44,31,16,32,2731CB,DTT1,Digital Terrestrial Television 1,"DTT give access to broader range of channels within the same frequency bandwidth and provides a clearer, sharper picture and superior sound quality",674.000,46
MP,LYDENBURG,-25,-6,-20,30,26,3,2530AB,DTT1,Digital Terrestrial Television 1,"DTT give access to broader range of channels within the same frequency bandwidth and provides a clearer, sharper picture and superior sound quality",578.000,34
NW,MADIBOGO,-26,-27,-28,25,15,14,2625AD,DTT1,Digital Terrestrial Television 1,"DTT give access to broader range of channels within the same frequency bandwidth and provides a clearer, sharper picture and superior sound quality",482.000,22
LP,MALAMBA,-22,-53,-56,30,15,9,2230CD,DTT1,Digital Terrestrial Television 1,"DTT give access to broader range of channels within the same frequency bandwidth and provides a clearer, sharper picture and superior sound quality",594.000,36
EC,MATATIELE,-30,-23,-45,28,49,19,3028BD,DTT1,Digital Terrestrial Television 1,"DTT give access to broader range of channels within the same frequency bandwidth and provides a clearer, sharper picture and superior sound quality",674.000,46
WC,MATJIESFONTEIN,-33,-16,-52,20,30,20,3320BC,DTT1,Digital Terrestrial Television 1,"DTT give access to broader range of channels within the same frequency bandwidth and provides a clearer, sharper picture and superior sound quality",682.000,47
MP,MBUZINI,-25,-52,-26,31,54,53,2531DD,DTT1,Digital Terrestrial Television 1,"DTT give access to broader range of channels within the same frequency bandwidth and provides a clearer, sharper picture and superior sound quality",802.000,62
GP,MENLO PARK,-25,-46,-16,28,16,5,2528CD,DTT1,Digital Terrestrial Television 1,"DTT give access to broader range of channels within the same frequency bandwidth and provides a clearer, sharper picture and superior sound quality",738.000,54
MP,MIDDELBURG,-25,-49,-4,29,23,24,2529CD,DTT1,Digital Terrestrial Television 1,"DTT give access to broader range of channels within the same frequency bandwidth and provides a clearer, sharper picture and superior sound quality",786.000,60
GP,MONDEOR,-26,-16,-54,27,59,37,2627BD,DTT1,Digital Terrestrial Television 1,"DTT give access to broader range of channels within the same frequency bandwidth and provides a clearer, sharper picture and superior sound quality",738.000,54
WC,MONTAGU,-33,-47,-16,20,8,35,3320CC,DTT1,Digital Terrestrial Television 1,"DTT give access to broader range of channels within the same frequency bandwidth and provides a clearer, sharper picture and superior sound quality",514.000,26
KN,MOOI RIVER,-29,-11,-7,29,52,4,2929BB,DTT1,Digital Terrestrial Television 1,"DTT give access to broader range of channels within the same frequency bandwidth and provides a clearer, sharper picture and superior sound quality",682.000,47
NW,MOTSWEDI,-25,-16,-55,25,52,18,2525BD,DTT1,Digital Terrestrial Television 1,"DTT give access to broader range of channels within the same frequency bandwidth and provides a clearer, sharper picture and superior sound quality",482.000,22
EC,MOUNT AYLIFF,-30,-50,-11,29,23,41,3029CD,DTT1,Digital Terrestrial Television 1,"DTT give access to broader range of channels within the same frequency bandwidth and provides a clearer, sharper picture and superior sound quality",802.000,62
GP,MULBARTON,-26,-17,-38,28,3,56,2628AC,DTT1,Digital Terrestrial Television 1,"DTT give access to broader range of channels within the same frequency bandwidth and provides a clearer, sharper picture and superior sound quality",738.000,54
WC,NAPIER,-34,-31,-46,19,53,32,3419DB,DTT1,Digital Terrestrial Television 1,"DTT give access to broader range of channels within the same frequency bandwidth and provides a clearer, sharper picture and superior sound quality",642.000,42
MP,NELSPRUIT,-25,-30,-57,30,46,33,2530DB,DTT1,Digital Terrestrial Television 1,"DTT give access to broader range of channels within the same frequency bandwidth and provides a clearer, sharper picture and superior sound quality",738.000,54
KN,NEWCASTLE,-27,-43,-7,29,57,12,2729DB,DTT1,Digital Terrestrial Television 1,"DTT give access to broader range of channels within the same frequency bandwidth and provides a clearer, sharper picture and superior sound quality",602.000,37
EC,NGANGELIZWE,-31,-37,-15,28,48,31,3128DB,DTT1,Digital Terrestrial Television 1,"DTT give access to broader range of channels within the same frequency bandwidth and provides a clearer, sharper picture and superior sound quality",634.000,41
EC,NGQELENI,-31,-45,-57,29,7,34,3129CC,DTT1,Digital Terrestrial Television 1,"DTT give access to broader range of channels within the same frequency bandwidth and provides a clearer, sharper picture and superior sound quality",634.000,41
KN,NONGOMA,-27,-54,-18,31,39,27,2731DC,DTT1,Digital Terrestrial Television 1,"DTT give access to broader range of channels within the same frequency bandwidth and provides a clearer, sharper picture and superior sound quality",570.000,33
EC,NOUPOORT,-31,-18,-14,24,56,1,3124BD,DTT1,Digital Terrestrial Television 1,"DTT give access to broader range of channels within the same frequency bandwidth and provides a clearer, sharper picture and superior sound quality",490.000,23
KN,NQUTU,-28,-15,-43,30,40,42,2830BC,DTT1,Digital Terrestrial Television 1,"DTT give access to broader range of channels within the same frequency bandwidth and provides a clearer, sharper picture and superior sound quality",810.000,63
LP,NYLSTROOM,-24,-47,-58,28,25,59,2428CD,DTT1,Digital Terrestrial Television 1,"DTT give access to broader range of channels within the same frequency bandwidth and provides a clearer, sharper picture and superior sound quality",482.000,22
WC,OUDTSHOORN,-33,-40,-17,22,16,1,3322CB,DTT1,Digital Terrestrial Television 1,"DTT give access to broader range of channels within the same frequency bandwidth and provides a clearer, sharper picture and superior sound quality",474.000,21
KN,OVERPORT,-29,-50,-12,30,59,44,2930DD,DTT1,Digital Terrestrial Television 1,"DTT give access to broader range of channels within the same frequency bandwidth and provides a clearer, sharper picture and superior sound quality",674.000,46
WC,PAARL,-33,-42,-51,18,56,23,3318DB,DTT1,Digital Terrestrial Television 1,"DTT give access to broader range of channels within the same frequency bandwidth and provides a clearer, sharper picture and superior sound quality",610.000,38
EC,PATENSIE,-33,-45,-35,24,49,42,3324DD,DTT1,Digital Terrestrial Television 1,"DTT give access to broader range of channels within the same frequency bandwidth and provides a clearer, sharper picture and superior sound quality",690.000,48
EC,PAUL SAUER DAM,-33,-45,-13,24,33,43,3324DC,DTT1,Digital Terrestrial Television 1,"DTT give access to broader range of channels within the same frequency bandwidth and provides a clearer, sharper picture and superior sound quality",586.000,35
FS,PETRUS STEYN,-27,-31,9,28,19,6,2728CB,DTT1,Digital Terrestrial Television 1,"DTT give access to broader range of channels within the same frequency bandwidth and provides a clearer, sharper picture and superior sound quality",594.000,36
NW,PIET PLESSIS,-26,-14,-56,24,49,55,2624BB,DTT1,Digital Terrestrial Television 1,"DTT give access to broader range of channels within the same frequency bandwidth and provides a clearer, sharper picture and superior sound quality",482.000,22
MP,PIET RETIEF,-27,-1,-11,30,41,3,2730BA,DTT1,Digital Terrestrial Television 1,"DTT give access to broader range of channels within the same frequency bandwidth and provides a clearer, sharper picture and superior sound quality",754.000,56
KN,PIETERMARITZBURG,-29,-34,-47,30,19,49,2930CB,DTT1,Digital Terrestrial Television 1,"DTT give access to broader range of channels within the same frequency bandwidth and provides a clearer, sharper picture and superior sound quality",674.000,46
WC,PIKETBERG,-32,-49,-9,18,44,17,3218DC,DTT1,Digital Terrestrial Television 1,"DTT give access to broader range of channels within the same frequency bandwidth and provides a clearer, sharper picture and superior sound quality",538.000,29
WC,PLETTENBERG BAY,-34,-3,-34,23,22,25,3423AB,DTT1,Digital Terrestrial Television 1,"DTT give access to broader range of channels within the same frequency bandwidth and provides a clearer, sharper picture and superior sound quality",474.000,21
NC,POFADDER,-29,-14,-31,18,56,22,2918BB,DTT1,Digital Terrestrial Television 1,"DTT give access to broader range of channels within the same frequency bandwidth and provides a clearer, sharper picture and superior sound quality",490.000,23
NW,POMFRET,-25,-49,-52,23,34,44,2523DC,DTT1,Digital Terrestrial Television 1,"DTT give access to broader range of channels within the same frequency bandwidth and provides a clearer, sharper picture and superior sound quality",482.000,22
KN,PONGOLA,-27,-31,-34,31,39,0,2731DA,DTT1,Digital Terrestrial Television 1,"DTT give access to broader range of channels within the same frequency bandwidth and provides a clearer, sharper picture and superior sound quality",618.000,39
EC,PORT ELIZABETH,-33,-56,-10,25,26,27,3325CD,DTT1,Digital Terrestrial Television 1,"DTT give access to broader range of channels within the same frequency bandwidth and provides a clearer, sharper picture and superior sound quality",666.000,45
EC,PORT ELIZABETH CITY,-33,-55,-28,25,35,29,3325DC,DTT1,Digital Terrestrial Television 1,"DTT give access to broader range of channels within the same frequency bandwidth and provides a clearer, sharper picture and superior sound quality",666.000,45
KN,PORT SHEPSTONE,-30,-44,-8,30,17,18,3030CB,DTT1,Digital Terrestrial Television 1,"DTT give access to broader range of channels within the same frequency bandwidth and provides a clearer, sharper picture and superior sound quality",626.000,40
EC,PORT ST JOHNS,-31,-36,-39,29,31,39,3129DA,DTT1,Digital Terrestrial Television 1,"DTT give access to broader range of channels within the same frequency bandwidth and provides a clearer, sharper picture and superior sound quality",634.000,41
LP,POTGIETERSRUS,-24,-9,-24,29,14,10,2429AA,DTT1,Digital Terrestrial Television 1,"DTT give access to broader range of channels within the same frequency bandwidth and provides a clearer, sharper picture and superior sound quality",690.000,48
GP,PRETORIA,-25,-41,-21,27,59,2,2527DB,DTT1,Digital Terrestrial Television 1,"DTT give access to broader range of channels within the same frequency bandwidth and provides a clearer, sharper picture and superior sound quality",738.000,54
GP,PRETORIA NORTH,-25,-41,-29,28,10,2,2528CA,DTT1,Digital Terrestrial Television 1,"DTT give access to broader range of channels within the same frequency bandwidth and provides a clearer, sharper picture and superior sound quality",738.000,54
KN,QUDENI,-28,-38,-3,30,51,59,283DB,DTT1,Digital Terrestrial Television 1,"DTT give access to broader range of channels within the same frequency bandwidth and provides a clearer, sharper picture and superior sound quality",786.000,60
EC,QUEENSTOWN,-31,-43,-56,26,47,5,3126DB,DTT1,Digital Terrestrial Television 1,"DTT give access to broader range of channels within the same frequency bandwidth and provides a clearer, sharper picture and superior sound quality",514.000,26
WC,RIVERSDALE,-34,-1,-8,21,7,39,3421AA,DTT1,Digital Terrestrial Television 1,"DTT give access to broader range of channels within the same frequency bandwidth and provides a clearer, sharper picture and superior sound quality",474.000,21
NW,RUSTENBURG,-25,-36,-59,27,7,5,2527CA,DTT1,Digital Terrestrial Television 1,"DTT give access to broader range of channels within the same frequency bandwidth and provides a clearer, sharper picture and superior sound quality",666.000,45
MP,SABIE,-25,-7,-46,30,45,35,2530BB,DTT1,Digital Terrestrial Television 1,"DTT give access to broader range of channels within the same frequency bandwidth and provides a clearer, sharper picture and superior sound quality",490.000,23
NW,SCHWEIZER RENEKE,-27,-8,-13,25,13,7,2725AA,DTT1,Digital Terrestrial Television 1,"DTT give access to broader range of channels within the same frequency bandwidth and provides a clearer, sharper picture and superior sound quality",482.000,22
WC,SEA POINT,-33,-54,-33,18,23,51,3318CD,DTT1,Digital Terrestrial Television 1,"DTT give access to broader range of channels within the same frequency bandwidth and provides a clearer, sharper picture and superior sound quality",610.000,38
FS,SENEKAL,-28,-15,-19,27,30,26,2827BC,DTT1,Digital Terrestrial Television 1,"DTT give access to broader range of channels within the same frequency bandwidth and provides a clearer, sharper picture and superior sound quality",706.000,50
LP,SIBASA,-22,-56,-57,30,26,54,2230CD,DTT1,Digital Terrestrial Television 1,"DTT give access to broader range of channels within the same frequency bandwidth and provides a clearer, sharper picture and superior sound quality",594.000,36
WC,SIMONSTOWN,-34,-11,-55,18,25,36,3418AB,DTT1,Digital Terrestrial Television 1,"DTT give access to broader range of channels within the same frequency bandwidth and provides a clearer, sharper picture and superior sound quality",610.000,38
EC,SOMERSET EAST,-32,-42,-45,25,34,41,3225DA,DTT1,Digital Terrestrial Television 1,"DTT give access to broader range of channels within the same frequency bandwidth and provides a clearer, sharper picture and superior sound quality",698.000,49
NC,SPRINGBOK,-29,-35,-4,17,48,27,2917DB,DTT1,Digital Terrestrial Television 1,"DTT give access to broader range of channels within the same frequency bandwidth and provides a clearer, sharper picture and superior sound quality",490.000,23
FS,SPRINGFONTEIN,-30,-16,-14,25,46,8,3025BD,DTT1,Digital Terrestrial Television 1,"DTT give access to broader range of channels within the same frequency bandwidth and provides a clearer, sharper picture and superior sound quality",642.000,42
MP,STANDERTON,-26,-57,-37,29,12,51,2629CC,DTT1,Digital Terrestrial Television 1,"DTT give access to broader range of channels within the same frequency bandwidth and provides a clearer, sharper picture and superior sound quality",642.000,42
WC,STELLENBOSCH,-33,-54,-59,18,52,10,3318DD,DTT1,Digital Terrestrial Television 1,"DTT give access to broader range of channels within the same frequency bandwidth and provides a clearer, sharper picture and superior sound quality",610.000,38
EC,STERKSPRUIT,-30,-41,-44,27,16,14,3027CB,DTT1,Digital Terrestrial Television 1,"DTT give access to broader range of channels within the same frequency bandwidth and provides a clearer, sharper picture and superior sound quality",666.000,45
KN,STRAALHOEK,-30,-20,-49,29,50,53,3029BD,DTT1,Digital Terrestrial Television 1,"DTT give access to broader range of channels within the same frequency bandwidth and provides a clearer, sharper picture and superior sound quality",714.000,51
FS,SUIDRAND (KROONSTAD),-27,-41,-18,27,14,16,2727CA,DTT1,Digital Terrestrial Television 1,"DTT give access to broader range of channels within the same frequency bandwidth and provides a clearer, sharper picture and superior sound quality",506.000,25
GP,SUNNYSIDE,-25,-45,-58,28,12,21,2528CC,DTT1,Digital Terrestrial Television 1,"DTT give access to broader range of channels within the same frequency bandwidth and provides a clearer, sharper picture and superior sound quality",738.000,54
NW,SUPINGSTAD,-24,-47,-24,26,1,35,2426CC,DTT1,Digital Terrestrial Television 1,"DTT give access to broader range of channels within the same frequency bandwidth and provides a clearer, sharper picture and superior sound quality",482.000,22
EC,SUURBERG,-33,-14,-55,25,34,27,3325BA,DTT1,Digital Terrestrial Television 1,"DTT give access to broader range of channels within the same frequency bandwidth and provides a clearer, sharper picture and superior sound quality",610.000,38
NW,SWARTRUGGENS,-25,-40,-59,26,48,9,2526DB,DTT1,Digital Terrestrial Television 1,"DTT give access to broader range of channels within the same frequency bandwidth and provides a clearer, sharper picture and superior sound quality",482.000,22
WC,TABLE MOUNTAIN,-33,-57,-26,18,24,11,3318CD,DTT1,Digital Terrestrial Television 1,"DTT give access to broader range of channels within the same frequency bandwidth and provides a clearer, sharper picture and superior sound quality",610.000,38
NW,TAUNG,-27,-31,-47,24,37,26,2724DA,DTT1,Digital Terrestrial Television 1,"DTT give access to broader range of channels within the same frequency bandwidth and provides a clearer, sharper picture and superior sound quality",482.000,22
LP,THABAZIMBI,-24,-27,-59,27,36,51,2427BC,DTT1,Digital Terrestrial Television 1,"DTT give access to broader range of channels within the same frequency bandwidth and provides a clearer, sharper picture and superior sound quality",674.000,46
KN,THE BLUFF,-29,-54,-42,31,0,44,2931CC,DTT1,Digital Terrestrial Television 1,"DTT give access to broader range of channels within the same frequency bandwidth and provides a clearer, sharper picture and superior sound quality",674.000,46
FS,THEUNISSEN,-28,-11,-55,26,34,50,2826BA,DTT1,Digital Terrestrial Television 1,"DTT give access to broader range of channels within the same frequency bandwidth and provides a clearer, sharper picture and superior sound quality",546.000,30
LP,TOLWE,-23,-4,-59,28,27,29,2328AB,DTT1,Digital Terrestrial Television 1,"DTT give access to broader range of channels within the same frequency bandwidth and provides a clearer, sharper picture and superior sound quality",682.000,47
WC,TOUWSRIVIER,-33,-20,-59,20,1,12,3320AC,DTT1,Digital Terrestrial Television 1,"DTT give access to broader range of channels within the same frequency bandwidth and provides a clearer, sharper picture and superior sound quality",562.000,32
LP,TSHAMAVUDZI,-22,-39,-15,30,31,42,2230DA,DTT1,Digital Terrestrial Television 1,"DTT give access to broader range of channels within the same frequency bandwidth and provides a clearer, sharper picture and superior sound quality",594.000,36
WC,TYGERBERG,-33,-52,-31,18,35,44,3318DC,DTT1,Digital Terrestrial Television 1,"DTT give access to broader range of channels within the same frequency bandwidth and provides a clearer, sharper picture and superior sound quality",610.000,38
LP,TZANEEN,-23,-47,-6,30,0,17,2330CC,DTT1,Digital Terrestrial Television 1,"DTT give access to broader range of channels within the same frequency bandwidth and provides a clearer, sharper picture and superior sound quality",770.000,58
KN,UBOMBO,-27,-33,-42,32,4,52,2732CA,DTT1,Digital Terrestrial Television 1,"DTT give access to broader range of channels within the same frequency bandwidth and provides a clearer, sharper picture and superior sound quality",730.000,53
EC,UGIE,-31,-11,-28,27,58,26,3127BB,DTT1,Digital Terrestrial Television 1,"DTT give access to broader range of channels within the same frequency bandwidth and provides a clearer, sharper picture and superior sound quality",618.000,39
KN,ULUNDI,-28,-27,0,31,23,38,2831AD,DTT1,Digital Terrestrial Television 1,"DTT give access to broader range of channels within the same frequency bandwidth and provides a clearer, sharper picture and superior sound quality",786.000,60
EC,UMTATA,-31,-35,-48,28,44,36,3128DA,DTT1,Digital Terrestrial Television 1,"DTT give access to broader range of channels within the same frequency bandwidth and provides a clearer, sharper picture and superior sound quality",634.000,41
WC,UNIONDALE,-33,-43,-24,23,3,2,3323CA,DTT1,Digital Terrestrial Television 1,"DTT give access to broader range of channels within the same frequency bandwidth and provides a clearer, sharper picture and superior sound quality",474.000,21
WC,UNIONDALE TOWN,-33,-38,-49,23,7,34,3323CA,DTT1,Digital Terrestrial Television 1,"DTT give access to broader range of channels within the same frequency bandwidth and provides a clearer, sharper picture and superior sound quality",594.000,36
NC,UPINGTON TOWN,-28,-30,-25,21,12,0,2821CA,DTT1,Digital Terrestrial Television 1,"DTT give access to broader range of channels within the same frequency bandwidth and provides a clearer, sharper picture and superior sound quality",490.000,23
